id,cycle,committee_type,form_type,date_filed,date_coverage_from,date_coverage_to,report_title,report_period,paper,contributions_total,cash_on_hand,disbursements_total,receipts_total,amended,is_amendment,original_filing,fec_uri,original_uri,amended_uri
359390,2008,P,F3,2008-08-22,2007-01-01,2007-03-31,APR QUARTERLY,Q1,False,25702900.0,19185500.0,6605980.0,25791500.0,False,True,284972,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/359390/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/284972/,
359395,2008,P,F3,2008-08-22,2007-04-01,2007-06-30,JUL QUARTERLY,Q2,False,32889800.0,36211700.0,16077500.0,33103600.0,False,True,295237,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/359395/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/295237/,
359397,2008,P,F3,2008-08-22,2007-07-01,2007-09-30,OCT QUARTERLY,Q3,False,20652500.0,35996300.0,21596800.0,21381400.0,False,True,307659,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/359397/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/307659/,
360400,2008,P,F3,2008-08-30,2007-10-01,2007-12-31,YEAR-END,YE,False,22847600.0,18626200.0,40896100.0,23526000.0,False,True,320718,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/360400/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/320718/,
360372,2008,P,F3,2008-08-29,2008-01-01,2008-01-31,FEB MONTHLY,M2,False,36188800.0,24940200.0,30512800.0,36826700.0,False,True,324095,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/360372/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/324095/,
360401,2008,P,F3,2008-08-30,2008-02-01,2008-02-29,MAR MONTHLY,,False,55444600.0,38833100.0,42889900.0,56782900.0,False,True,328366,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/360401/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/328366/,
362085,2008,P,F3,2008-09-15,2008-03-01,2008-03-31,APR MONTHLY,M4,False,41161700.0,51074000.0,30616900.0,42857800.0,False,True,335552,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/362085/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/335552/,
753671,2008,P,F3,2011-11-21,2008-04-01,2008-04-30,MAY MONTHLY,M5,False,30732500.0,46510000.0,36486900.0,31922900.0,False,True,341078,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/753671/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/341078/,
753674,2008,P,F3,2011-11-21,2008-05-01,2008-05-31,JUN MONTHLY,M6,False,21953800.0,43102300.0,26809200.0,23401500.0,False,True,346069,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/753674/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/346069/,
753769,2008,P,F3,2011-11-23,2008-06-01,2008-06-30,JUL MONTHLY,M7,False,50509900.0,71636000.0,25750800.0,54284500.0,False,True,353680,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/753769/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/353680/,
753761,2008,P,F3,2011-11-22,2008-07-01,2008-07-31,AUG MONTHLY,M8,False,38366500.0,66417500.0,57246300.0,52027800.0,False,True,359100,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/753761/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/359100/,
753821,2008,P,F3,2011-11-28,2008-08-01,2008-08-31,SEP MONTHLY,M9,False,54414100.0,79307000.0,55948100.0,68838100.0,False,True,363753,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/753821/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/363753/,
753817,2008,P,F3,2011-11-28,2008-09-01,2008-09-30,OCT MONTHLY,M10,False,118215000.0,135562000.0,96894000.0,153149000.0,False,True,373619,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/753817/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/373619/,
753776,2008,P,F3,2011-11-23,2008-10-01,2008-10-15,PRE-GENERAL,PREG,False,37261200.0,68992200.0,105599000.0,39030100.0,False,True,377464,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/753776/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/377464/,
754317,2008,P,F3,2011-12-07,2008-10-16,2008-11-24,POST-GENERAL,PG,False,78715200.0,32708300.0,146683000.0,110399000.0,False,True,390969,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/754317/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/390969/,
406260,2008,P,F3,2009-03-03,2008-11-25,2008-12-31,YEAR-END,YE,False,-169147.57,18272367.39,19756919.48,5321015.1,False,True,400851,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/406260/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/400851/,
