id,cycle,committee_type,form_type,date_filed,date_coverage_from,date_coverage_to,report_title,report_period,paper,contributions_total,cash_on_hand,disbursements_total,receipts_total,amended,is_amendment,original_filing,fec_uri,original_uri,amended_uri
724196,2012,P,F3,2011-04-15,2011-01-01,2011-03-31,APR QUARTERLY,Q1,False,0.0,1882794.2,447914.13,27310.37,False,,,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/724196/,,
896673,2012,P,F3,2013-12-03,2011-04-01,2011-06-30,JUL QUARTERLY,Q2,False,33233681.24,37106967.84,11086389.95,46310563.59,False,True,735971,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/896673/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/735971/,
756218,2012,P,F3,2012-01-03,2011-07-01,2011-09-30,OCT QUARTERLY,Q3,False,32156070.86,61392285.98,17798305.82,42083623.96,False,True,748298,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/756218/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/748298/,
896693,2012,P,F3,2013-12-04,2011-10-01,2011-12-31,YEAR-END,YE,False,31956550.43,81760012.59,19563336.72,39931063.33,False,True,762683,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/896693/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/762683/,
896750,2012,P,F3,2013-12-05,2012-01-01,2012-01-31,FEB MONTHLY,M2,False,9345902.08,75952129.29,17673789.6,11865906.3,False,True,766535,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/896750/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/766535/,
896754,2012,P,F3,2013-12-05,2012-02-01,2012-02-29,MAR MONTHLY,,False,13873901.12,84673462.26,12590672.44,21312005.41,False,True,771633,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/896754/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/771633/,
896852,2012,P,F3,2013-12-06,2012-03-01,2012-03-31,APR MONTHLY,M4,False,27315287.1,104096193.91,15657565.74,35080297.39,False,True,780234,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/896852/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/780234/,
896848,2012,P,F3,2013-12-06,2012-04-01,2012-04-30,MAY MONTHLY,M5,False,21177041.53,115157432.79,14644619.61,25705858.49,False,True,785239,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/896848/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/785239/,
896893,2012,P,F3,2013-12-09,2012-05-01,2012-05-31,JUN MONTHLY,M6,False,29649061.2,109718115.12,44582172.97,39142855.3,False,True,791603,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/896893/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/791603/,
896900,2012,P,F3,2013-12-09,2012-06-01,2012-06-30,JUL MONTHLY,M7,False,28101941.36,97536739.09,58094115.75,45912739.72,False,True,800316,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/896900/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/800316/,
896964,2012,P,F3,2013-12-10,2012-07-01,2012-07-31,AUG MONTHLY,M8,False,39366275.82,87747677.61,58956970.12,49167908.64,False,True,806136,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/896964/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/806136/,
897073,2012,P,F3,2013-12-12,2012-08-01,2012-08-31,SEP MONTHLY,M9,False,70730123.31,88775011.73,83731526.12,84758860.24,False,True,811365,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/897073/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/811365/,
897086,2012,P,F3,2013-12-12,2012-09-01,2012-09-30,OCT MONTHLY,M10,False,96355845.86,99282213.75,115553668.92,126060870.94,False,True,821325,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/897086/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/821325/,
897092,2012,P,F3,2013-12-12,2012-10-01,2012-10-17,PRE-GENERAL,PREG,False,54476974.77,93665403.45,82870892.98,77254082.68,False,True,827978,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/897092/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/827978/,
876050,2012,P,F3,2013-07-07,2012-10-18,2012-11-26,POST-GENERAL,PG,False,61422645.99,5394911.96,176398533.25,88128041.76,False,True,840327,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/876050/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/840327/,
896990,2012,P,F3,2013-12-11,2012-11-27,2012-12-31,YEAR-END,YE,False,432947.79,3299312.93,7857381.32,5761782.29,False,True,853328,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/896990/,http://docquery.fec.gov/cgi-bin/dcdev/forms/C00431445/853328/,
